Term,Div,Subj,Numb,Sec,Crn,Course,Sts,Typx,Typ,Title,Instr Name,Uts,G,Apr,Lk Id,Prt Ind,Grd Ind,Prior Enrl,Proj Enrl,Enrl,Max Enrl,WL Max,Wait Listed,CW,Ex Cd,Xlst Grp,Fy,Xlst Max,Bld,Rm,Days,Times,Crs Attr,Term Desc,Instructor,Beg Time,End Time,Prep Hr,Cont Hr,Hours per Week,Exam Desc,Link ,Stvsubj Desc
201490,INTR,AMST,104,A,92181,AMST 0104 A,A,LCT,LCT,Please register via FMMC 0104A,"Mittell, Jason S",1,,,,,,0,0,0,0,0,0,,3,B8,,30,AXN,232,TR,01:30 PM - 02:45 PM,"NOR, SOC",Fall 2014,"Mittell, J.",1330,1445,,1,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,104,A,92181,AMST 0104 A,A,LCT,SCR,Please register via FMMC 0104A,"Mittell, Jason S",1,,,,,,0,0,0,0,0,0,,3,B8,,30,AXN,232,T,07:30 PM - 10:25 PM,"NOR, SOC",Fall 2014,"Mittell, J.",1930,2225,,1,2.91,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,200,A,92658,AMST 0200 A,A,LCT,LCT,Global Cities of the U.S.,"Joo, Rachael M",1,,,,,,0,20,18,20,0,0,,3,,,,AXN,220,W,07:30 PM - 10:25 PM,"CMP, SOC",Fall 2014,"Joo, R.",1930,2225,1,1,2.91,Take Home Exam/Final Paper,,American Studies
201490,HUMN,AMST,202,A,91767,AMST 0202 A,A,LCT,LCT,Please register via HIST 0202A,"McWilliams, John P",1,,,,,,0,0,0,0,0,0,,4,I3,,20,MNR,222,MWF,01:45 PM - 02:35 PM,"HIS, NOR",Fall 2014,"McWilliams, J.",1345,1435,,1,2.5,"No Exam, No Paper",,American Studies
201490,INTR,AMST,204,A,92552,AMST 0204 A,A,LCT,LCT,Black Comic Cultures,"Finley, Jessyka N",1,,,,,,0,25,21,25,0,0,,3,,,,AXN,103,TR,03:00 PM - 04:15 PM,"NOR, SOC",Fall 2014,"Finley, J.",1500,1615,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,209,A,91017,AMST 0209 A,A,LCT,LCT,Am. Lit. & Cult: origins-1830,"Newbury, Michael R",1,,,,,,28,25,25,25,0,0,,3,A9,,25,MNR,320,MW,12:15 PM - 01:30 PM,"LIT, NOR",Fall 2014,"Newbury, M.",1215,1330,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,214,A,92623,AMST 0214 A,A,LCT,LCT,Capturing Nature,"Foutch, Ellery E",1,,,,,,0,15,15,15,0,0,CW,3,,,,MNR,401,MW,02:50 PM - 04:05 PM,"ART, CW, NOR",Fall 2014,"Foutch, E.",1450,1605,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,237,A,92645,AMST 0237 A,A,LCT,LCT,Please register via ENAM 0237A,"Henry, Alvin J",1,,,,,,0,0,0,0,0,0,,4,X1,,20,OCH,206,MWF,09:05 AM - 09:55 AM,"HIS, LIT, NOR",Fall 2014,"Henry, A.",905,955,,1,2.5,"No Exam, No Paper",,American Studies
201490,INTR,AMST,241,A,92647,AMST 0241 A,A,LCT,LCT,Please register via GSFS 0241A,"Koch-Rein, Anson",1,,,,,,0,0,0,0,0,0,,3,X2,,30,MNR,222,MW,02:50 PM - 04:05 PM,"CMP, HIS, NOR, SOC",Fall 2014,"Koch-Rein, A.",1450,1605,,1,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,243,A,92624,AMST 0243 A,A,LCT,LCT,American Bodies,"Foutch, Ellery E",1,,,,,,0,30,28,30,0,0,,3,,,,MCA,125,MWF,10:10 AM - 11:00 AM,NOR,Fall 2014,"Foutch, E.",1010,1100,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,245,A,92186,AMST 0245 A,A,LCT,LCT,American Landscape: 1825-1865,"Wilson, Christopher K",1,,,,,,0,30,31,30,0,0,,3,,,,MCA,125,W,07:30 PM - 10:25 PM,"ART, HIS, NOR",Fall 2014,"Wilson, C.",1930,2225,1,3,2.91,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,260,A,92188,AMST 0260 A,A,LCT,LCT,American Disability Studies,"Burch, Susan",1,,,,,,0,35,32,35,0,0,,3,,,,AXN,103,TR,01:30 PM - 02:45 PM,"HIS, NOR, SOC",Fall 2014,"Burch, S.",1330,1445,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,295,A,92444,AMST 0295 A,A,LCT,LCT,Across the Great Divide,"Lloyd, Andrea H",1,,,,,,0,30,31,30,0,0,,1,,,,AXN,219,TR,11:00 AM - 12:15 PM,"HIS, NOR",Fall 2014,"Lloyd, A.",1100,1215,1,3,2.5,Schedule an In Class Exam,,American Studies
201490,INTR,AMST,310,A,92625,AMST 0310 A,A,LCT,LCT,Livin' for the City,"Nash, William R",1,,,,,,0,20,28,20,0,0,,3,,,,AXN,104,TR,09:30 AM - 10:45 AM,"CMP, NOR, SOC",Fall 2014,"Nash, W.",930,1045,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,358,A,92060,AMST 0358 A,A,SEM,SEM,Reading Slavery and Aboliltion,"Nash, William R",1,,,,,,23,25,18,25,0,0,,3,A8,,25,AXN,104,TR,11:00 AM - 12:15 PM,"HIS, LIT, NOR",Fall 2014,"Nash, W.",1100,1215,1,3,2.5,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,372,A,92225,AMST 0372 A,A,LCT,SCR,Please register via HIST 0372A,"Ralph, James R",1,,,L1,,,0,0,0,0,0,0,,1,I7,,30,AXN,100,T,07:30 PM - 09:30 PM,"CMP, HIS, NOR",Fall 2014,"Ralph, J.",1930,2130,,1,2,Schedule an In Class Exam,D1,American Studies
201490,INTR,AMST,372,A,92225,AMST 0372 A,A,LCT,LCT,Please register via HIST 0372A,"Ralph, James R",1,,,L1,,,0,0,0,0,0,0,,1,I7,,30,LIB,201,MW,09:05 AM - 09:55 AM,"CMP, HIS, NOR",Fall 2014,"Ralph, J.",905,955,,1,1.66,Schedule an In Class Exam,D1,American Studies
201490,INTR,AMST,372,Y,92226,AMST 0372 Y,A,DSC,DSC,Please register via HIST 0372Y,"Ralph, James R",0,S,,D1,,N,0,0,0,0,0,0,,4,I8,,15,AXT,110,R,01:55 PM - 02:45 PM,,Fall 2014,"Ralph, J.",1355,1445,,0,0.83,"No Exam, No Paper",L1,American Studies
201490,INTR,AMST,372,Z,92227,AMST 0372 Z,A,DSC,DSC,Please register via HIST 0372Z,"Ralph, James R",0,S,,D1,,N,0,0,0,0,0,0,,4,I9,,15,AXT,110,R,03:00 PM - 03:50 PM,,Fall 2014,"Ralph, J.",1500,1550,,0,0.83,"No Exam, No Paper",L1,American Studies
201490,INTR,AMST,400,A,90013,AMST 0400 A,A,SEM,SEM,Theory and Method,"Allen, Holly M",1,,,,,,14,16,9,16,0,0,,3,,,,AXN,104,W,01:30 PM - 04:15 PM,,Fall 2014,"Allen, H.",1330,1615,1,3,2.75,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,408,A,91290,AMST 0408 A,A,LCT,LCT,Art & Life of Winslow Homer,"Wilson, Christopher K",1,,,,,,20,15,19,15,0,0,,3,,,,MCA,125,T,07:30 PM - 10:25 PM,"ART, HIS, NOR",Fall 2014,"Wilson, C.",1930,2225,1,3,2.91,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,420,A,92356,AMST 0420 A,A,SEM,SEM,Please register via IGST 0420A,"Lint, Roberto R",1,,,,,,0,0,0,0,0,0,,3,A6,,16,CRH,5,T,01:30 PM - 04:15 PM,"ART, CMP",Fall 2014,"Lint, R.",1330,1615,,1,2.75,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,500,A,90097,AMST 0500 A,A,IND,IND,Independent Study,",",1,S,,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,B,90101,AMST 0500 B,A,IND,IND,Independent Study,"Allen, Holly M",1,S,AP,,,,1,99,1,99,0,0,,3,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Allen, H.",1900,2029,,1,1.48,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,500,C,90112,AMST 0500 C,A,IND,IND,Independent Study,"Millier, Brett C",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Millier, B.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,D,90113,AMST 0500 D,A,IND,IND,Independent Study,"Evans, Deborah M",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Evans, D.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,E,90114,AMST 0500 E,A,IND,IND,Independent Study,"Foutch, Ellery E",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Foutch, E.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,F,90115,AMST 0500 F,A,IND,IND,Independent Study,"Nash, William R",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Nash, W.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,G,90116,AMST 0500 G,A,IND,IND,Independent Study,"Newbury, Michael R",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Newbury, M.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,H,90117,AMST 0500 H,A,IND,IND,Independent Study,"Spears, Timothy B",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Spears, T.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,I,90118,AMST 0500 I,A,IND,IND,Independent Study,"Mittell, Jason S",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Mittell, J.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,J,90119,AMST 0500 J,A,IND,IND,Independent Study,"McWilliams, John P",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"McWilliams, J.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,K,90120,AMST 0500 K,A,IND,IND,Independent Study,"Wilson, Christopher K",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Wilson, C.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,L,90121,AMST 0500 L,A,IND,IND,Independent Study,"Joo, Rachael M",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Joo, R.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,M,91111,AMST 0500 M,A,IND,IND,Independent Study,"Burch, Susan",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Burch, S.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,N,91262,AMST 0500 N,A,IND,IND,Independent Study,"Lint, Roberto R",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Lint, R.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,500,O,91263,AMST 0500 O,A,IND,IND,Independent Study,"Burch, Susan",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Burch, S.",1900,2029,,1,1.48,"No Exam, No Paper",,American Studies
201490,INTR,AMST,705,A,91653,AMST 0705 A,A,SEM,SEM,Senior Research Tutorial,"Allen, Holly M",1,,,,,,12,16,14,16,0,0,,3,,,,LIB,230,M,07:30 PM - 10:25 PM,,Fall 2014,"Allen, H.",1930,2225,1,3,2.91,Take Home Exam/Final Paper,,American Studies
201490,INTR,AMST,710,F,90123,AMST 0710 F,A,SNR,SNR,Honors Thesis,"Nash, William R",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Fall 2014,"Nash, W.",800,1659,,1,8.98,"No Exam, No Paper",,American Studies
201490,INTR,AMST,710,M,91112,AMST 0710 M,A,SNR,SNR,Honors Thesis,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",,American Studies
201490,INTR,AMST,710,P,91264,AMST 0710 P,A,SNR,SNR,Honors Thesis,"Knowles, Anne K",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Fall 2014,"Knowles, A.",800,1659,,1,8.98,"No Exam, No Paper",,American Studies
201490,LANG,ARBC,101,A,90017,ARBC 0101 A,A,LCT,LCT,Beginning Arabic I,"Liebhaber, Samuel J",1,,,,,,13,15,9,15,0,0,,1,,8,,RCD,B11,TR,08:00 AM - 09:15 AM,LNG,Fall 2014,"Liebhaber, S.",800,915,1,6,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,101,A,90017,ARBC 0101 A,A,LCT,LCT,Beginning Arabic I,"Liebhaber, Samuel J",1,,,,,,13,15,9,15,0,0,,1,,8,,RCD,B11,MWF,08:00 AM - 08:50 AM,LNG,Fall 2014,"Liebhaber, S.",800,850,1,6,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,101,B,90738,ARBC 0101 B,A,LCT,LCT,Beginning Arabic I,"Khattab, Batool S",1,,,,,,18,15,8,15,0,0,,1,,8,,MNR,407,MWF,09:05 AM - 09:55 AM,LNG,Fall 2014,"Khattab, B.",905,955,1,6,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,101,B,90738,ARBC 0101 B,A,LCT,LCT,Beginning Arabic I,"Khattab, Batool S",1,,,,,,18,15,8,15,0,0,,1,,8,,MNR,407,TR,09:30 AM - 10:45 AM,LNG,Fall 2014,"Khattab, B.",930,1045,1,6,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,101,C,91395,ARBC 0101 C,A,LCT,LCT,Beginning Arabic I,"Nassif, Lama",1,S,,,,,13,18,12,15,0,0,,1,,8,,MNR,405,MWF,10:10 AM - 11:00 AM,LNG,Fall 2014,"Nassif, L.",1010,1100,1,1,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,101,C,91395,ARBC 0101 C,A,LCT,LCT,Beginning Arabic I,"Nassif, Lama",1,S,,,,,13,18,12,15,0,0,,1,,8,,PRS,KAD,TR,11:00 AM - 12:15 PM,LNG,Fall 2014,"Nassif, L.",1100,1215,1,1,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,201,A,90581,ARBC 0201 A,A,LCT,LCT,Intermediate Arabic I,"Khattab, Batool S",1,,,,,,13,15,15,16,0,0,,1,,,,MNR,407,TR,11:00 AM - 12:15 PM,LNG,Fall 2014,"Khattab, B.",1100,1215,1,5,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,201,A,90581,ARBC 0201 A,A,LCT,LCT,Intermediate Arabic I,"Khattab, Batool S",1,,,,,,13,15,15,16,0,0,,1,,,,MNR,405,MW,11:15 AM - 12:05 PM,LNG,Fall 2014,"Khattab, B.",1115,1205,1,5,1.66,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,201,B,91428,ARBC 0201 B,A,LCT,LCT,Intermediate Arabic I,"Nassif, Lama",1,,,,,,6,0,6,16,0,0,,1,,,,PRS,KAD,TR,09:30 AM - 10:45 AM,LNG,Fall 2014,"Nassif, L.",930,1045,1,1,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,201,B,91428,ARBC 0201 B,A,LCT,LCT,Intermediate Arabic I,"Nassif, Lama",1,,,,,,6,0,6,16,0,0,,1,,,,MNR,405,MW,09:05 AM - 09:55 AM,LNG,Fall 2014,"Nassif, L.",905,955,1,1,1.66,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,221,A,92296,ARBC 0221 A,A,SEM,SEM,Modern Arabic Literature,"Liebhaber, Samuel J",1,,,,,,0,0,6,18,0,0,,3,E2,,18,PRS,KAD,MW,12:15 PM - 01:30 PM,"AAL, LIT",Fall 2014,"Liebhaber, S.",1215,1330,1,3,2.5,Take Home Exam/Final Paper,,Arabic
201490,LANG,ARBC,301,A,90741,ARBC 0301 A,A,LCT,LCT,Advanced Arabic I,"Greeley, Robert W",1,,,,,,5,10,3,18,0,0,,1,,,,LAF,121,MWF,10:10 AM - 11:00 AM,LNG,Fall 2014,"Greeley, R.",1010,1100,1,3,2.5,Schedule an In Class Exam,,Arabic
201490,LANG,ARBC,435,A,92641,ARBC 0435 A,A,SEM,SEM,Arabic Diglossia,"Soltan, Usama",1,,,,,,0,16,12,16,0,0,,4,Y1,,16,ATA,A100,MW,02:50 PM - 04:05 PM,"AAL, LNG, SOC",Fall 2014,"Soltan, U.",1450,1605,1,1,2.5,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,500,A,90683,ARBC 0500 A,A,IND,IND,Arabic Independent Project,",",1,S,,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,500,B,90941,ARBC 0500 B,A,IND,IND,Arabic Independent Project,"Fakhreddine, Huda J",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Fakhreddine, H.",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,500,C,90942,ARBC 0500 C,A,IND,IND,Arabic Independent Project,"Soltan, Usama",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Soltan, U.",1900,2029,,,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,500,D,91071,ARBC 0500 D,A,IND,IND,Arabic Independent Project,"Liebhaber, Samuel J",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Liebhaber, S.",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,500,E,91176,ARBC 0500 E,A,IND,IND,Arabic Independent Project,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,700,A,91933,ARBC 0700 A,A,SNR,SNR,Senior Project,",",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,700,B,91934,ARBC 0700 B,A,SNR,SNR,Senior Project,"Fakhreddine, Huda J",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Fakhreddine, H.",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,700,C,91935,ARBC 0700 C,A,SNR,SNR,Senior Project,"Soltan, Usama",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Soltan, U.",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,700,D,91936,ARBC 0700 D,A,SNR,SNR,Senior Project,"Liebhaber, Samuel J",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Liebhaber, S.",1900,2029,,1,1.48,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,701,A,92630,ARBC 0701 A,A,SNR,SNR,Senior Thesis Proposal,",",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,701,B,92631,ARBC 0701 B,A,SNR,SNR,Senior Thesis Proposal,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,701,C,92632,ARBC 0701 C,A,SNR,SNR,Senior Thesis Proposal,"Soltan, Usama",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Fall 2014,"Soltan, U.",800,1659,,1,8.98,"No Exam, No Paper",,Arabic
201490,LANG,ARBC,701,D,92633,ARBC 0701 D,A,SNR,SNR,Senior Thesis Proposal,"Liebhaber, Samuel J",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Fall 2014,"Liebhaber, S.",800,1659,,1,8.98,"No Exam, No Paper",,Arabic
201490,ARTS,ARDV,116,A,91723,ARDV 0116 A,A,LCT,LCT,The Creative Process,"Vandenberg, Jonathan M",1,,,,,,20,22,18,20,75,0,,1,,6,,MCA,232,TR,09:30 AM - 10:45 AM,ART,Fall 2014,"Vandenberg, J.",930,1045,1,3,2.5,Schedule an In Class Exam,,Arts Division
201490,ARTS,ARDV,116,B,91724,ARDV 0116 B,A,LCT,LCT,The Creative Process,"Brown, Christal N",1,,,,,,17,24,25,24,0,0,,1,,5,,MCA,109,TR,01:30 PM - 02:45 PM,ART,Fall 2014,"Brown, C.",1330,1445,1,1,2.5,Schedule an In Class Exam,,Arts Division
201490,ARTS,ART,159,A,90004,ART 0159 A,A,LCT,LCT,Studio Art I,"Huddleston, John",1,,,,,,18,20,17,19,75,0,,4,,2,,JHN,403,TR,09:30 AM - 12:15 PM,ART,Fall 2014,"Huddleston, J.",930,1215,0.5,3,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,159,B,91288,ART 0159 B,A,LCT,LCT,Studio Art I,"Klein, Hedya",1,,,,,,14,20,17,20,75,0,,4,,2,,JHN,403,TR,01:30 PM - 04:15 PM,ART,Fall 2014,"Klein, H.",1330,1615,0.5,3,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,159,C,92307,ART 0159 C,A,LCT,LCT,Studio Art I,"Kemp, Jennifer M",1,,,,,,0,20,18,20,75,0,,4,,2,,JHN,205,MT,07:30 PM - 10:25 PM,ART,Fall 2014,"Kemp, J.",1930,2225,1,1,5.83,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,311,A,92276,ART 0311 A,A,LCT,LCT,Water-Based Media Painting,"Kemp, Jennifer M",1,,,,,,0,13,15,13,50,0,,4,,,,JHN,203,MW,01:30 PM - 04:15 PM,ART,Fall 2014,"Kemp, J.",1330,1615,1,1,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,318,A,91145,ART 0318 A,A,LCT,LCT,Silkscreen Printmaking,"Klein, Hedya",1,,,,,,8,12,12,12,50,0,,4,,,,JHN,401,TR,09:30 AM - 12:15 PM,ART,Fall 2014,"Klein, H.",930,1215,0.5,3,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,327,A,90579,ART 0327 A,A,LCT,LCT,Black & White Photography,"Huddleston, John",1,,,,,,15,15,11,15,50,0,,4,,,,JHN,208,TR,01:30 PM - 04:15 PM,ART,Fall 2014,"Huddleston, J.",1330,1615,0.5,3,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,371,A,91392,ART 0371 A,A,LCT,LCT,Sculpture I,"Mirling, Sanford H",1,,,,,,7,13,10,13,50,0,,4,,,,JHN,207,TR,01:30 PM - 04:15 PM,ART,Fall 2014,"Mirling, S.",1330,1615,1,3,5.5,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,500,A,92663,ART 0500 A,A,IND,IND,Special Project,",",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,500,B,92664,ART 0500 B,A,IND,IND,Special Project,"Mirling, Sanford H",1,S,AP,,,,0,99,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Fall 2014,"Mirling, S.",1900,2029,,1,1.48,"No Exam, No Paper",,Studio Art
201490,ARTS,ART,700,A,92075,ART 0700 A,A,SEM,SEM,Senior Independent Study,"Mirling, Sanford H",1,S,AP,L1,,,9,12,9,12,0,0,,4,,,,JHN,308,W,07:30 PM - 10:25 PM,,Fall 2014,"Mirling, S.",1930,2225,1,3,2.91,"No Exam, No Paper",D1,Studio Art
201490,ARTS,ART,700,X,92077,ART 0700 X,A,DSC,DSC,Senior Independent Study Lab,"Mirling, Sanford H",0,S,AP,D1,,N,6,4,8,4,0,0,,4,,,,JHN,308,M,08:00 AM - 08:50 AM,,Fall 2014,"Mirling, S.",800,850,0.5,3,0.83,"No Exam, No Paper",L1,Studio Art
201490,ARTS,ART,700,Y,92078,ART 0700 Y,A,DSC,DSC,Senior Independent Study Lab,"Mirling, Sanford H",0,S,AP,D1,,N,2,4,0,4,0,0,,4,,,,JHN,308,M,12:30 PM - 01:20 PM,,Fall 2014,"Mirling, S.",1230,1320,,0,0.83,"No Exam, No Paper",L1,Studio Art
201490,ARTS,ART,700,Z,92079,ART 0700 Z,A,DSC,DSC,Senior Independent Study Lab,"Mirling, Sanford H",0,S,AP,D1,,N,1,4,1,4,0,0,,4,,,,JHN,308,W,12:30 PM - 01:20 PM,,Fall 2014,"Mirling, S.",1230,1320,,0,0.83,"No Exam, No Paper",L1,Studio Art
201490,NSCI,BIOL,140,A,91027,BIOL 0140 A,A,LCT,LCT,Ecology and Evolution,"Allen, David N",1,,,L1,,,87,84,75,81,0,0,,1,,24,,MBH,216,MWF,08:00 AM - 08:50 AM,"DED, SCI",Fall 2014,"Allen, D.",800,850,1,3,2.5,Schedule an In Class Exam,B1,Biology
201490,NSCI,BIOL,140,U,91028,BIOL 0140 U,A,LAB,LAB,Ecology and Evolution Lab,"Nurok, Alison B",0,C,,B1,,,13,14,12,13,0,0,,4,,4,,MBH,411,M,01:30 PM - 04:15 PM,,Fall 2014,"Nurok, A.",1330,1615,0.5,3,2.75,"No Exam, No Paper",L1,Biology
201490,NSCI,BIOL,140,V,91029,BIOL 0140 V,A,LAB,LAB,Ecology and Evolution Lab,"Backus, Vickie L",0,C,,B1,,,16,14,12,13,0,0,,4,,4,,MBH,464,M,01:30 PM - 04:15 PM,,Fall 2014,"Backus, V.",1330,1615,0,3,2.75,"No Exam, No Paper",L1,Biology
201490,NSCI,BIOL,140,W,91030,BIOL 0140 W,A,LAB,LAB,Ecology and Evolution Lab,"Backus, Vickie L",0,C,,B1,,,17,14,12,16,0,0,,4,,4,,MBH,464,T,08:00 AM - 10:45 AM,,Fall 2014,"Backus, V.",800,1045,0,3,2.75,"No Exam, No Paper",L1,Biology
201490,NSCI,BIOL,140,X,91031,BIOL 0140 X,A,LAB,LAB,Ecology and Evolution Lab,"Nurok, Alison B",0,C,,B1,,,13,14,13,14,0,0,,4,,4,,MBH,464,T,01:30 PM - 04:15 PM,,Fall 2014,"Nurok, A.",1330,1615,0,3,2.75,"No Exam, No Paper",L1,Biology
