Term,Div,Subj,Numb,Sec,Crn,Course,Sts,Typx,Typ,Title,Instr Name,Uts,G,Apr,Lk Id,Prt Ind,Grd Ind,Prior Enrl,Proj Enrl,Enrl,Max Enrl,WL Max,Wait Listed,CW,Ex Cd,Xlst Grp,Fy,Xlst Max,Bld,Rm,Days,Times,Crs Attr,Term Desc,Instructor,Beg Time,End Time,Prep Hr,Cont Hr,Hours per Week,Exam Desc,Link ,Stvsubj Desc
201120,NSCI,MATH,500,F,20515,MATH 0500 F,A,IND,IND,Advanced Study,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,G,20516,MATH 0500 G,A,IND,IND,Advanced Study,"Peterson, William P",1,S,AP,,,,1,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Peterson, W.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,H,20518,MATH 0500 H,A,IND,IND,Advanced Study,"Schmitt, John R",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Schmitt, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,I,20879,MATH 0500 I,A,IND,IND,Advanced Study,"Proctor, Emily B",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Proctor, E.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,J,21073,MATH 0500 J,A,IND,IND,Advanced Study,"Olinick, Michael",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Olinick, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,K,20880,MATH 0500 K,A,IND,IND,Advanced Study,"Schumer, Peter",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Schumer, P.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,500,L,21382,MATH 0500 L,A,IND,IND,Advanced Study,"Swenton, Francis J",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Swenton, F.",1900,2029,,1,1.48,"No Exam, No Paper",,Mathematics
201120,NSCI,MATH,704,A,20175,MATH 0704 A,A,SNR,SNR,Senior Seminar,"Bremser, Priscilla S",1,S,,,,,9,35,9,35,0,0,,4,,,,WNS,202,TR,03:00 PM - 04:15 PM,,Spring 2011,"Bremser, P.",1500,1615,,1,2.5,"No Exam, No Paper",,Mathematics
201120,NSCI,MBBC,324,A,22326,MBBC 0324 A,A,LCT,LCT,Bioinformatics and Genomics,"Sontum, Stephen F",1,S,,L1,,,0,24,22,24,0,0,,1,,,,MBH,632,TR,11:00 AM - 12:15 PM,"DED, SCI",Spring 2011,"Sontum, S.",1100,1215,,1,2.5,Schedule an In Class Exam,D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,324,T,22327,MBBC 0324 T,A,DSC,DSC,Discussion,"Sontum, Stephen F",0,S,,D1,,N,0,24,22,24,0,0,,4,,,,MBH,632,F,08:00 AM - 08:50 AM,,Spring 2011,"Sontum, S.",800,850,,0,0.83,"No Exam, No Paper",L1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,B,20540,MBBC 0700 B,A,SNR,SNR,Senior Thesis,"Cluss, Robert G",1,S,AP,L1,,,0,30,0,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Cluss, R.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,C,20541,MBBC 0700 C,A,SNR,SNR,Senior Thesis,"Combelles, Catherine M",1,S,AP,L1,,,2,30,1,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Combelles, C.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,D,20542,MBBC 0700 D,A,SNR,SNR,Senior Thesis,",",1,S,AP,L1,BLD,,0,30,0,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,E,20543,MBBC 0700 E,A,SNR,SNR,Senior Thesis,"Sandwick, Roger K",1,S,AP,L1,,,1,30,0,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Sandwick, R.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,F,20740,MBBC 0700 F,A,SNR,SNR,Senior Thesis,"Sontum, Stephen F",1,S,AP,L1,,,0,30,0,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Sontum, S.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,G,20742,MBBC 0700 G,A,SNR,SNR,Senior Thesis,"Spatafora, Grace A",1,S,AP,L1,,,1,30,4,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Spatafora, G.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,H,20744,MBBC 0700 H,A,SNR,SNR,Senior Thesis,"Ward, Jeremy",1,S,AP,L1,,,0,30,1,30,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Ward, J.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,I,20972,MBBC 0700 I,A,SNR,SNR,Senior Thesis,",",1,S,AP,L1,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,J,21133,MBBC 0700 J,A,SNR,SNR,Senior Thesis,"Byers, Jeffrey H",1,S,AP,L1,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Byers, J.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,K,21345,MBBC 0700 K,A,SNR,SNR,Senior Thesis,"Spritzer, Mark D",1,S,AP,L1,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Spritzer, M.",800,1659,,1,8.98,"No Exam, No Paper",D1,Molecular Biology  & Biochem
201120,NSCI,MBBC,700,Z,21218,MBBC 0700 Z,A,DSC,DSC,Discussion,"Sandwick, Roger K",0,S,,D1,,N,4,12,6,24,0,0,,4,,,,MBH,303,M,12:30 PM - 01:20 PM,,Spring 2011,"Sandwick, R.",1230,1320,,0,0.83,"No Exam, No Paper",L1,Molecular Biology  & Biochem
201120,ARTS,MUSC,101,A,21812,MUSC 0101 A,A,LCT,LCT,Introduction to Western Music,"Vitercik, Greg J",1,S,,,,,53,40,46,40,50,6,,3,,2,,MCA,221,MWF,09:05 AM - 09:55 AM,"ART, EUR",Spring 2011,"Vitercik, G.",905,955,,1,2.5,Take Home Exam/Final Paper,,Music
201120,ARTS,MUSC,130,A,21945,MUSC 0130 A,A,LCT,LCT,Jazz from New Orleans to Now,"Hamberlin, Larry D",1,S,,,,,0,0,35,25,50,4,,1,,2,,MCA,221,TR,01:30 PM - 02:45 PM,"ART, NOR",Spring 2011,"Hamberlin, L.",1330,1445,,1,2.5,Schedule an In Class Exam,,Music
201120,ARTS,MUSC,160,A,21303,MUSC 0160 A,A,LCT,LCT,Music Theory I: Fundamentals,"Tan, Su L",1,S,,,,,20,25,21,25,50,5,,3,,2,,MCA,221,TR,11:00 AM - 12:15 PM,ART,Spring 2011,"Tan, S.",1100,1215,,1,2.5,Take Home Exam/Final Paper,,Music
201120,ARTS,MUSC,205,A,20027,MUSC 0205 A,A,LCT,LCT,Performance Lab-Orchestra,"Massey, Andrew J",1,S,AP,,,,0,20,1,50,0,0,,4,,,,MCA,221,TR,07:00 PM - 09:00 PM,ART,Spring 2011,"Massey, A.",1900,2100,,1,4,"No Exam, No Paper",,Music
201120,ARTS,MUSC,205,B,20029,MUSC 0205 B,A,LCT,LCT,Performance Lab-College Choir,"Buettner, Jeff G",1,S,AP,,,,3,20,2,50,0,0,,4,,,,MDC,CHAPEL,MW,04:30 PM - 06:30 PM,ART,Spring 2011,"Buettner, J.",1630,1830,,1,4,"No Exam, No Paper",,Music
201120,ARTS,MUSC,205,C,20030,MUSC 0205 C,A,LCT,LCT,Performance Lab-CommunityChoir,"Rehbach, Jeffrey R",1,S,AP,,,,1,20,0,50,0,0,,4,,,,MDC,CHAPEL,UT,07:00 PM - 08:30 PM,ART,Spring 2011,"Rehbach, J.",1900,2030,,1,3,"No Exam, No Paper",,Music
201120,ARTS,MUSC,205,D,21302,MUSC 0205 D,A,LCT,LCT,Performance Lab-Jazz,"Forman, J. R",1,S,AP,,,,0,30,4,30,0,0,,4,,,,MCA,221,MW,04:30 PM - 06:30 PM,ART,Spring 2011,"Forman, J.",1630,1830,,1,4,"No Exam, No Paper",,Music
201120,ARTS,MUSC,205,E,21485,MUSC 0205 E,A,LCT,LCT,Performance Lab: Women's Glee,"Buettner, Jeff G",1,S,AP,,,,0,20,4,50,0,0,,4,,,,MDC,CHAPEL,MW,07:00 PM - 08:30 PM,ART,Spring 2011,"Buettner, J.",1900,2030,,1,3,"No Exam, No Paper",,Music
201120,ARTS,MUSC,205,F,22208,MUSC 0205 F,A,LCT,LCT,Spiritual Choir,"Clemmons, Francois S",1,S,,,,,0,20,8,20,0,0,,4,,,,MDC,CHAPEL,TR,05:30 PM - 07:00 PM,ART,Spring 2011,"Clemmons, F.",1730,1900,,1,3,"No Exam, No Paper",,Music
201120,ARTS,MUSC,210,A,21956,MUSC 0210 A,A,LCT,LCT,Music II,"Tan, Su L",1,S,,L1,,,0,0,7,20,50,0,,4,,1,,MCA,209,TR,01:30 PM - 02:45 PM,ART,Spring 2011,"Tan, S.",1330,1445,,1,2.5,"No Exam, No Paper",D1,Music
201120,ARTS,MUSC,210,Z,22207,MUSC 0210 Z,A,DSC,DSC,Discussion,"Tan, Su L",0,S,,D1,,N,0,0,7,20,50,0,,4,,1,,MCA,209,W,01:45 PM - 02:35 PM,,Spring 2011,"Tan, S.",1345,1435,,0,0.83,"No Exam, No Paper",L1,Music
201120,ARTS,MUSC,212,A,20896,MUSC 0212 A,A,LCT,LCT,Electronic Music,"Hamlin, Peter S",1,S,,L1,,,27,25,29,25,50,7,,1,,2,,MCA,221,MW,10:10 AM - 11:00 AM,ART,Spring 2011,"Hamlin, P.",1010,1100,,1,1.66,Schedule an In Class Exam,D1,Music
201120,ARTS,MUSC,212,Y,21480,MUSC 0212 Y,A,DSC,DSC,Discussion,"Hamlin, Peter S",0,S,,D1,,N,15,13,17,13,50,7,,4,,1,,MCA,210,F,10:10 AM - 11:00 AM,,Spring 2011,"Hamlin, P.",1010,1100,,0,0.83,"No Exam, No Paper",L1,Music
201120,ARTS,MUSC,212,Z,21481,MUSC 0212 Z,A,DSC,DSC,Discussion,"Hamlin, Peter S",0,S,,D1,,N,12,12,12,12,50,1,,4,,1,,MCA,210,F,11:15 AM - 12:05 PM,,Spring 2011,"Hamlin, P.",1115,1205,,0,0.83,"No Exam, No Paper",L1,Music
201120,ARTS,MUSC,221,A,21190,MUSC 0221 A,A,LCT,LCT,Music History II,"Vitercik, Greg J",1,S,,,,,11,20,22,30,50,0,,3,,2,,MCA,221,MWF,11:15 AM - 12:05 PM,"ART, EUR, HIS",Spring 2011,"Vitercik, G.",1115,1205,,1,2.5,Take Home Exam/Final Paper,,Music
201120,ARTS,MUSC,230,A,21957,MUSC 0230 A,A,LCT,LCT,History Symphony,"Hamberlin, Larry D",1,S,,,,,0,0,12,25,50,0,,1,,2,,MCA,221,TR,09:30 AM - 10:45 AM,"ART, EUR",Spring 2011,"Hamberlin, L.",930,1045,,1,2.5,Schedule an In Class Exam,,Music
201120,ARTS,MUSC,256,A,21739,MUSC 0256 A,A,LCT,LCT,Please register via HIST 0256A,"West, James L",1,S,,,,,1,0,0,0,0,0,,3,H6,,20,AXN,229,W,07:30 PM - 10:25 PM,"ART, EUR, HIS",Spring 2011,"West, J.",1930,2225,,1,2.91,Take Home Exam/Final Paper,,Music
201120,ARTS,MUSC,261,A,21301,MUSC 0261 A,A,LCT,LCT,Music Theory III: Chromatic,"Hamlin, Peter S",1,S,,,,,9,25,13,25,50,0,,3,,2,,MCA,209,MW,02:50 PM - 04:05 PM,ART,Spring 2011,"Hamlin, P.",1450,1605,,1,2.5,Take Home Exam/Final Paper,,Music
201120,ARTS,MUSC,310,A,22376,MUSC 0310 A,A,LCT,LCT,Adv Composition II,"Tan, Su L",1,S,AP,,,,0,12,5,12,0,0,,4,,,,MCA,209,W,07:30 PM - 10:25 PM,,Spring 2011,"Tan, S.",1930,2225,,1,2.91,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,A,20095,MUSC 0500 A,A,IND,IND,Independent Study,",",1,S,,,,,0,15,0,50,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,B,20097,MUSC 0500 B,A,IND,IND,Independent Study,"Tan, Su L",1,S,AP,,,,0,15,1,50,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Tan, S.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,C,20099,MUSC 0500 C,A,IND,IND,Independent Study,"Vitercik, Greg J",1,S,AP,,,,1,15,3,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Vitercik, G.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,D,20101,MUSC 0500 D,A,IND,IND,Independent Study,"Hamlin, Peter S",1,S,AP,,,,1,15,4,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Hamlin, P.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,E,20102,MUSC 0500 E,A,IND,IND,Independent Study,"Hamberlin, Larry D",1,S,AP,,,,0,15,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Hamberlin, L.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,F,21074,MUSC 0500 F,A,IND,IND,Independent Study,"Buettner, Jeff G",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Buettner, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,500,G,21168,MUSC 0500 G,A,IND,IND,Independent Study,"Robison, Brian C",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Robison, B.",1900,2029,,1,1.48,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,A,20104,MUSC 0704 A,A,SNR,SNR,Senior Work,",",1,S,,,,,0,15,0,50,50,0,,4,,,,,,U,08:00 AM - 04:59 PM,,,", .",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,B,20106,MUSC 0704 B,A,SNR,SNR,Senior Work,"Tan, Su L",1,S,AP,,,,0,15,2,50,50,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Tan, S.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,C,20110,MUSC 0704 C,A,SNR,SNR,Senior Work,"Vitercik, Greg J",1,S,AP,,,,1,15,0,50,50,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Vitercik, G.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,D,20111,MUSC 0704 D,A,SNR,SNR,Senior Work,"Hamlin, Peter S",1,S,AP,,,,2,15,1,50,50,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Hamlin, P.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,E,20113,MUSC 0704 E,A,SNR,SNR,Senior Work,"Hamberlin, Larry D",1,S,AP,,,,0,15,1,50,50,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Hamberlin, L.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,F,21075,MUSC 0704 F,A,SNR,SNR,Senior Work,"Buettner, Jeff G",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Buettner, J.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,ARTS,MUSC,704,G,21169,MUSC 0704 G,A,SNR,SNR,Senior Work,"Robison, Brian C",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,08:00 AM - 04:59 PM,,Spring 2011,"Robison, B.",800,1659,,1,8.98,"No Exam, No Paper",,Music
201120,INTR,NSCI,301,A,21366,NSCI 0301 A,A,LCT,LCT,Please register via PSYC 0301A,"Cronise, Kim",1,S,,L1,,,0,0,0,0,0,0,,1,H9,,24,MBH,104,MWF,09:05 AM - 09:55 AM,SCI,Spring 2011,"Cronise, K.",905,955,,1,2.5,Schedule an In Class Exam,B1,Neuroscience
201120,INTR,NSCI,301,Y,21367,NSCI 0301 Y,A,LAB,LAB,Please register via PSYC 0301Y,"Cronise, Kim",0,C,,B1,,,0,0,0,0,0,0,,4,I1,,12,MBH,236,M,01:30 PM - 04:15 PM,,Spring 2011,"Cronise, K.",1330,1615,,0,2.75,"No Exam, No Paper",L1,Neuroscience
201120,INTR,NSCI,301,Z,21368,NSCI 0301 Z,A,LAB,LAB,Please register via PSYC 0301Z,"Cronise, Kim",0,C,,B1,,,0,0,0,0,0,0,,4,I2,,12,MBH,236,W,01:30 PM - 04:15 PM,,Spring 2011,"Cronise, K.",1330,1615,,0,2.75,"No Exam, No Paper",L1,Neuroscience
201120,INTR,NSCI,305,A,21362,NSCI 0305 A,A,LCT,LCT,Please register via PSYC 0305A,"Arndt, Jason D",1,S,,L1,,,0,0,0,0,0,0,,1,I3,,25,MBH,219,TR,11:00 AM - 12:15 PM,SCI,Spring 2011,"Arndt, J.",1100,1215,,1,2.5,Schedule an In Class Exam,B1,Neuroscience
201120,INTR,NSCI,305,Y,21363,NSCI 0305 Y,A,LAB,LAB,Please register via PSYC 0305Y,"Arndt, Jason D",0,C,,B1,,N,0,0,0,0,0,0,,4,I4,,12,MBH,117,T,01:30 PM - 02:45 PM,,Spring 2011,"Arndt, J.",1330,1445,,0,1.25,"No Exam, No Paper",L1,Neuroscience
201120,INTR,NSCI,305,Z,21364,NSCI 0305 Z,A,LAB,LAB,Please register via PSYC 0305Z,"Arndt, Jason D",0,S,,B1,,N,0,0,0,0,0,0,,4,I5,,13,MBH,117,T,03:00 PM - 04:15 PM,,Spring 2011,"Arndt, J.",1500,1615,,0,1.25,"No Exam, No Paper",L1,Neuroscience
201120,SSCI,NSCI,430,A,22139,NSCI 0430 A,A,SEM,SEM,Please register via PSYC 0430A,"Arndt, Jason D",1,S,,,,,0,0,0,0,0,0,,3,I6,,16,MBH,148,R,01:30 PM - 04:15 PM,,Spring 2011,"Arndt, J.",1330,1615,,1,2.75,Take Home Exam/Final Paper,``,Neuroscience
201120,INTR,NSCI,500,A,21160,NSCI 0500 A,A,IND,IND,Independent Research,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,,", .",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,B,20337,NSCI 0500 B,A,IND,IND,Independent Research,"Arndt, Jason D",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Arndt, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,C,20338,NSCI 0500 C,A,IND,IND,Independent Research,"Collaer, Marcia L",1,S,AP,,,,0,99,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Collaer, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,D,20339,NSCI 0500 D,A,IND,IND,Independent Research,"Cronise, Kim",1,S,AP,,,,8,99,3,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Cronise, K.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,E,20340,NSCI 0500 E,A,IND,IND,Independent Research,"Khalifa, Kareem E",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Khalifa, K.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,F,20787,NSCI 0500 F,A,IND,IND,Independent Research,"Kimble, Matthew O",1,S,AP,,,,0,99,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Kimble, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,G,20933,NSCI 0500 G,A,IND,IND,Independent Research,"Root, Thomas M",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,F,12:30 PM - 01:20 PM,,Spring 2011,"Root, T.",1230,1320,,1,0.83,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,H,20934,NSCI 0500 H,A,IND,IND,Independent Research,"Spackman, John G",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Spackman, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,I,21161,NSCI 0500 I,A,IND,IND,Independent Research,"Spritzer, Mark D",1,S,AP,,,,1,99,1,99,0,0,,4,,,,,,MWF,12:30 PM - 01:20 PM,,Spring 2011,"Spritzer, M.",1230,1320,,1,2.5,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,J,21162,NSCI 0500 J,A,IND,IND,Independent Research,"Stefani, Mark R",1,S,AP,,,,0,99,2,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Stefani, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,K,21512,NSCI 0500 K,A,IND,IND,Independent Research,"Combelles, Catherine M",1,,AP,,,,0,99,0,99,0,0,,4,,,,,,MWF,12:30 PM - 01:20 PM,,Spring 2011,"Combelles, C.",1230,1320,,1,2.5,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,500,Z,20935,NSCI 0500 Z,A,DSC,DSC,Independent Research Disc.,",",0,S,,,BLD,N,0,99,0,99,0,0,,4,,,,,,, -,,,", .",,,,0,,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,A,21334,NSCI 0700 A,A,SNR,SNR,Senior Thesis,",",1,S,AP,,BLD,,0,99,0,99,0,0,,4,,,,,,, -,,,", .",,,,1,,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,B,21324,NSCI 0700 B,A,SNR,SNR,Senior Thesis,"Arndt, Jason D",1,S,AP,,,,1,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Arndt, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,C,21325,NSCI 0700 C,A,SNR,SNR,Senior Thesis,"Collaer, Marcia L",1,S,AP,,,,0,99,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Collaer, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,D,21326,NSCI 0700 D,A,SNR,SNR,Senior Thesis,"Cronise, Kim",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Cronise, K.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,E,21327,NSCI 0700 E,A,SNR,SNR,Senior Thesis,"Khalifa, Kareem E",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Khalifa, K.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,F,21328,NSCI 0700 F,A,SNR,SNR,Senior Thesis,"Kimble, Matthew O",1,S,AP,,,,0,99,1,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Kimble, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,G,21329,NSCI 0700 G,A,SNR,SNR,Senior Thesis,"Root, Thomas M",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,F,12:30 PM - 01:20 PM,,Spring 2011,"Root, T.",1230,1320,,1,0.83,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,H,21330,NSCI 0700 H,A,SNR,SNR,Senior Thesis,"Spackman, John G",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Spackman, J.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,I,21331,NSCI 0700 I,A,SNR,SNR,Senior Thesis,"Spritzer, Mark D",1,S,AP,,,,1,99,2,99,0,0,,4,,,,,,MWF,12:30 PM - 01:20 PM,,Spring 2011,"Spritzer, M.",1230,1320,,1,2.5,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,J,21332,NSCI 0700 J,A,SNR,SNR,Senior Thesis,"Stefani, Mark R",1,S,AP,,,,2,99,2,99,0,0,,4,,,,,,U,07:00 PM - 08:29 PM,,Spring 2011,"Stefani, M.",1900,2029,,1,1.48,"No Exam, No Paper",,Neuroscience
201120,INTR,NSCI,700,K,21514,NSCI 0700 K,A,SNR,SNR,Senior Thesis,"Combelles, Catherine M",1,S,AP,,,,0,99,0,99,0,0,,4,,,,,,MWF,12:30 PM - 01:20 PM,,Spring 2011,"Combelles, C.",1230,1320,,1,2.5,"No Exam, No Paper",,Neuroscience
201120,OCST,OCST,0,A,20381,OCST 0000 A,A,IND,IND,Approved Off-Campus Study,",",,P,AP,,BLD,,74,500,0,500,0,0,,4,,,,,,, -,,,", .",,,,,,"No Exam, No Paper",,Approved Off-Campus Study
201120,LANG,PGSE,103,A,20560,PGSE 0103 A,A,LCT,LCT,Beginning Portuguese III,"Rocha, Fernando S",1,S,,,,,3,18,8,18,50,0,,3,,,,AXN,103,MWF,09:05 AM - 09:55 AM,LNG,Spring 2011,"Rocha, F.",905,955,,1,2.5,Take Home Exam/Final Paper,,Portuguese
201120,LANG,PGSE,103,A,20560,PGSE 0103 A,A,LCT,LCT,Beginning Portuguese III,"Rocha, Fernando S",1,S,,,,,3,18,8,18,50,0,,3,,,,WNS,507,TR,09:30 AM - 10:20 AM,LNG,Spring 2011,"Rocha, F.",930,1020,,1,1.66,Take Home Exam/Final Paper,,Portuguese
201120,LANG,PGSE,215,A,22065,PGSE 0215 A,A,LCT,LCT,Advanced Portuguese,"Higa, Mario A",1,S,,,,,0,18,7,18,50,0,,3,,,,OCH,206,MWF,09:05 AM - 09:55 AM,LNG,Spring 2011,"Higa, M.",905,955,,1,2.5,Take Home Exam/Final Paper,,Portuguese
